sample_id,source_sample_id,vehicle_id,source_absolute_path,original_length,target_length,regularization_method,long_mode,window_index,window_start_index,window_end_index,label_absolute_path,label_delta_displacement_path,start_path,max_reconstruction_error,coordinate_type,valid_or_skipped,skip_reason
sample_001307,sample_001307,veh11173,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001307.npy,282,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001307.npy,labels_delta_displacement/sample_001307.npy,starts/sample_001307.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001308,sample_001308,veh11174,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001308.npy,189,224,bounce_reflect_padding,truncate,0,0,189,labels_absolute/sample_001308.npy,labels_delta_displacement/sample_001308.npy,starts/sample_001308.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001309,sample_001309,veh11175,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001309.npy,43,224,bounce_reflect_padding,truncate,0,0,43,labels_absolute/sample_001309.npy,labels_delta_displacement/sample_001309.npy,starts/sample_001309.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001310,sample_001310,veh11176,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001310.npy,249,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001310.npy,labels_delta_displacement/sample_001310.npy,starts/sample_001310.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001311,sample_001311,veh11177,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001311.npy,140,224,bounce_reflect_padding,truncate,0,0,140,labels_absolute/sample_001311.npy,labels_delta_displacement/sample_001311.npy,starts/sample_001311.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001312,sample_001312,veh11178,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001312.npy,66,224,bounce_reflect_padding,truncate,0,0,66,labels_absolute/sample_001312.npy,labels_delta_displacement/sample_001312.npy,starts/sample_001312.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001313,sample_001313,veh11179,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001313.npy,151,224,bounce_reflect_padding,truncate,0,0,151,labels_absolute/sample_001313.npy,labels_delta_displacement/sample_001313.npy,starts/sample_001313.npy,2.2737367544323206e-13,delta_displacement_xy_regularized_224,valid,
sample_001314,sample_001314,veh1118,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001314.npy,128,224,bounce_reflect_padding,truncate,0,0,128,labels_absolute/sample_001314.npy,labels_delta_displacement/sample_001314.npy,starts/sample_001314.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001315,sample_001315,veh11180,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001315.npy,108,224,bounce_reflect_padding,truncate,0,0,108,labels_absolute/sample_001315.npy,labels_delta_displacement/sample_001315.npy,starts/sample_001315.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001316,sample_001316,veh11181,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001316.npy,228,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001316.npy,labels_delta_displacement/sample_001316.npy,starts/sample_001316.npy,2.2737367544323206e-13,delta_displacement_xy_regularized_224,valid,
sample_001317,sample_001317,veh11182,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001317.npy,187,224,bounce_reflect_padding,truncate,0,0,187,labels_absolute/sample_001317.npy,labels_delta_displacement/sample_001317.npy,starts/sample_001317.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001318,sample_001318,veh11183,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001318.npy,173,224,bounce_reflect_padding,truncate,0,0,173,labels_absolute/sample_001318.npy,labels_delta_displacement/sample_001318.npy,starts/sample_001318.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001319,sample_001319,veh11184,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001319.npy,97,224,bounce_reflect_padding,truncate,0,0,97,labels_absolute/sample_001319.npy,labels_delta_displacement/sample_001319.npy,starts/sample_001319.npy,4.831690603168681e-13,delta_displacement_xy_regularized_224,valid,
sample_001320,sample_001320,veh11185,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001320.npy,160,224,bounce_reflect_padding,truncate,0,0,160,labels_absolute/sample_001320.npy,labels_delta_displacement/sample_001320.npy,starts/sample_001320.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001321,sample_001321,veh11186,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001321.npy,79,224,bounce_reflect_padding,truncate,0,0,79,labels_absolute/sample_001321.npy,labels_delta_displacement/sample_001321.npy,starts/sample_001321.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001322,sample_001322,veh11187,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001322.npy,167,224,bounce_reflect_padding,truncate,0,0,167,labels_absolute/sample_001322.npy,labels_delta_displacement/sample_001322.npy,starts/sample_001322.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001323,sample_001323,veh11188,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001323.npy,104,224,bounce_reflect_padding,truncate,0,0,104,labels_absolute/sample_001323.npy,labels_delta_displacement/sample_001323.npy,starts/sample_001323.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001324,sample_001324,veh11189,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001324.npy,148,224,bounce_reflect_padding,truncate,0,0,148,labels_absolute/sample_001324.npy,labels_delta_displacement/sample_001324.npy,starts/sample_001324.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001325,sample_001325,veh1119,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001325.npy,191,224,bounce_reflect_padding,truncate,0,0,191,labels_absolute/sample_001325.npy,labels_delta_displacement/sample_001325.npy,starts/sample_001325.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001326,sample_001326,veh11190,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001326.npy,173,224,bounce_reflect_padding,truncate,0,0,173,labels_absolute/sample_001326.npy,labels_delta_displacement/sample_001326.npy,starts/sample_001326.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001327,sample_001327,veh11191,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001327.npy,172,224,bounce_reflect_padding,truncate,0,0,172,labels_absolute/sample_001327.npy,labels_delta_displacement/sample_001327.npy,starts/sample_001327.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001328,sample_001328,veh11192,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001328.npy,237,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001328.npy,labels_delta_displacement/sample_001328.npy,starts/sample_001328.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001329,sample_001329,veh11193,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001329.npy,262,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001329.npy,labels_delta_displacement/sample_001329.npy,starts/sample_001329.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001330,sample_001330,veh11194,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001330.npy,269,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001330.npy,labels_delta_displacement/sample_001330.npy,starts/sample_001330.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001331,sample_001331,veh11195,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001331.npy,260,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001331.npy,labels_delta_displacement/sample_001331.npy,starts/sample_001331.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001332,sample_001332,veh11196,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001332.npy,359,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001332.npy,labels_delta_displacement/sample_001332.npy,starts/sample_001332.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001333,sample_001333,veh11197,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001333.npy,103,224,bounce_reflect_padding,truncate,0,0,103,labels_absolute/sample_001333.npy,labels_delta_displacement/sample_001333.npy,starts/sample_001333.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001334,sample_001334,veh11198,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001334.npy,392,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001334.npy,labels_delta_displacement/sample_001334.npy,starts/sample_001334.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001335,sample_001335,veh11199,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001335.npy,235,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001335.npy,labels_delta_displacement/sample_001335.npy,starts/sample_001335.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001336,sample_001336,veh112,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001336.npy,177,224,bounce_reflect_padding,truncate,0,0,177,labels_absolute/sample_001336.npy,labels_delta_displacement/sample_001336.npy,starts/sample_001336.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001337,sample_001337,veh1120,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001337.npy,96,224,bounce_reflect_padding,truncate,0,0,96,labels_absolute/sample_001337.npy,labels_delta_displacement/sample_001337.npy,starts/sample_001337.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001338,sample_001338,veh11200,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001338.npy,185,224,bounce_reflect_padding,truncate,0,0,185,labels_absolute/sample_001338.npy,labels_delta_displacement/sample_001338.npy,starts/sample_001338.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001339,sample_001339,veh11201,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001339.npy,171,224,bounce_reflect_padding,truncate,0,0,171,labels_absolute/sample_001339.npy,labels_delta_displacement/sample_001339.npy,starts/sample_001339.npy,4.547473508864641e-13,delta_displacement_xy_regularized_224,valid,
sample_001340,sample_001340,veh11202,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001340.npy,217,224,bounce_reflect_padding,truncate,0,0,217,labels_absolute/sample_001340.npy,labels_delta_displacement/sample_001340.npy,starts/sample_001340.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001341,sample_001341,veh11203,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001341.npy,334,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001341.npy,labels_delta_displacement/sample_001341.npy,starts/sample_001341.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001342,sample_001342,veh11204,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001342.npy,247,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001342.npy,labels_delta_displacement/sample_001342.npy,starts/sample_001342.npy,4.547473508864641e-13,delta_displacement_xy_regularized_224,valid,
sample_001343,sample_001343,veh11205,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001343.npy,249,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001343.npy,labels_delta_displacement/sample_001343.npy,starts/sample_001343.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001344,sample_001344,veh11206,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001344.npy,221,224,bounce_reflect_padding,truncate,0,0,221,labels_absolute/sample_001344.npy,labels_delta_displacement/sample_001344.npy,starts/sample_001344.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001345,sample_001345,veh11207,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001345.npy,112,224,bounce_reflect_padding,truncate,0,0,112,labels_absolute/sample_001345.npy,labels_delta_displacement/sample_001345.npy,starts/sample_001345.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001346,sample_001346,veh11208,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001346.npy,201,224,bounce_reflect_padding,truncate,0,0,201,labels_absolute/sample_001346.npy,labels_delta_displacement/sample_001346.npy,starts/sample_001346.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001347,sample_001347,veh11209,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001347.npy,270,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001347.npy,labels_delta_displacement/sample_001347.npy,starts/sample_001347.npy,6.821210263296962e-13,delta_displacement_xy_regularized_224,valid,
sample_001348,sample_001348,veh1121,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001348.npy,151,224,bounce_reflect_padding,truncate,0,0,151,labels_absolute/sample_001348.npy,labels_delta_displacement/sample_001348.npy,starts/sample_001348.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001349,sample_001349,veh11210,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001349.npy,143,224,bounce_reflect_padding,truncate,0,0,143,labels_absolute/sample_001349.npy,labels_delta_displacement/sample_001349.npy,starts/sample_001349.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001350,sample_001350,veh11211,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001350.npy,212,224,bounce_reflect_padding,truncate,0,0,212,labels_absolute/sample_001350.npy,labels_delta_displacement/sample_001350.npy,starts/sample_001350.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001351,sample_001351,veh11212,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001351.npy,102,224,bounce_reflect_padding,truncate,0,0,102,labels_absolute/sample_001351.npy,labels_delta_displacement/sample_001351.npy,starts/sample_001351.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001352,sample_001352,veh11213,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001352.npy,291,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_001352.npy,labels_delta_displacement/sample_001352.npy,starts/sample_001352.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001353,sample_001353,veh11214,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001353.npy,156,224,bounce_reflect_padding,truncate,0,0,156,labels_absolute/sample_001353.npy,labels_delta_displacement/sample_001353.npy,starts/sample_001353.npy,4.547473508864641e-13,delta_displacement_xy_regularized_224,valid,
sample_001354,sample_001354,veh11215,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001354.npy,100,224,bounce_reflect_padding,truncate,0,0,100,labels_absolute/sample_001354.npy,labels_delta_displacement/sample_001354.npy,starts/sample_001354.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_001355,sample_001355,veh11216,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_001355.npy,163,224,bounce_reflect_padding,truncate,0,0,163,labels_absolute/sample_001355.npy,labels_delta_displacement/sample_001355.npy,starts/sample_001355.npy,0.0,delta_displacement_xy_regularized_224,valid,
